comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
51437.0,1394451.0,Update Illustration for error: connection failure,update illustration for error  connection failure,1351268.0,[meta] Photon - Update product messaging with the appropriate tone, meta  photon   update product messaging with the appropriate tone,3,M
31869.0,1375309.0,Update Photon download toolbar icon progressbar to fill horizontally,update photon download toolbar icon progressbar to fill horizontally,1387530.0,Remove MOZ_PHOTON_ANIMATION ifdefs and non-MOZ_PHOTON_ANIMATION code in download button & animations,remove moz photon animation ifdefs and non moz photon animation code in download button   animations,3,M
36753.0,1369705.0,"avoid search UI overhead before first paint (search-one-offs_XBL_Constructor, search service load, searchbar context menu)",avoid search ui overhead before first paint  search one offs xbl constructor  search service load  searchbar context menu ,1363757.0,[meta] Photon - Interacting with the AwesomeBar should be fast and smooth, meta  photon   interacting with the awesomebar should be fast and smooth,3,M
13184.0,1482654.0,1.43ms uninterruptible reflow at onxblunderflow@chrome://browser/content/tabbrowser.xml:47:11,1 43ms uninterruptible reflow at onxblunderflow chrome   browser content tabbrowser xml 47 11,1348289.0,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage), meta  photon   improve perceived ui performance in firefox  bugs for triage ,3,M
18192.0,1400536.0,Add an option for showing more / fewer rows in New Tab sections,add an option for showing more   fewer rows in new tab sections,1432589.0,[META] Preferences, meta  preferences,3,M
4995.0,1410397.0,"Add automated test for ""Top Stories - Context menu - Open in a New Window""",add automated test for  top stories   context menu   open in a new window ,1410333.0,[meta] Add automated tests for Activity Stream functionality, meta  add automated tests for activity stream functionality,3,M
47937.0,1502975.0,Yandex search shortcut displayed in Russian for Turkish,yandex search shortcut displayed in russian for turkish,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,3,M
29815.0,1550102.0,Fetch and load DS feed data from intersection or idle events,fetch and load ds feed data from intersection or idle events,1550107.0,Create placeholder cards for feeds while they load,create placeholder cards for feeds while they load,3,M
36453.0,1496075.0,Support loading search extensions on startup,support loading search extensions on startup,1517484.0,[meta] [meta-EPIC] Search Service powered by WebExtensions, meta   meta epic  search service powered by webextensions,3,M
47780.0,1483065.0,Add UT events for SEARCH_EDIT_ADD and SEARCH_EDIT_DELETE,add ut events for search edit add and search edit delete,1482568.0,Add telemetry for adding search engines,add telemetry for adding search engines,3,M
52272.0,1357668.0,[UX] The UX specs for the onBoarding tour notifications, ux  the ux specs for the onboarding tour notifications,1357008.0,"[User Story] [Tour Notification] As Firefox team, we want to send tour notifications of product features that we believe matter to user", user story   tour notification  as firefox team  we want to send tour notifications of product features that we believe matter to user,3,M
26705.0,1354113.0,"Add 'Show Library', 'Extensions', 'Preferences' and 'Customize Toolbar' buttons to static hamburger menu",add  show library    extensions    preferences  and  customize toolbar  buttons to static hamburger menu,1387512.0,[Meta] Photon Structure QA Tracking Bug, meta  photon structure qa tracking bug,3,M
11520.0,1515076.0,Create dashboard for Release ASR Snippets,create dashboard for release asr snippets,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
51964.0,1433232.0,Add videos (watched / watch later) to Highlights,add videos  watched   watch later  to highlights,1432586.0,[META] Weighted Highlights, meta  weighted highlights,3,M
11465.0,674371.0,Support double-tap to zoom in on a section on macOS,support double tap to zoom in on a section on macos,1505469.0,Stop resetting the zoom when attempting to use the Smart Zoom feature (double-tap) in macOS,stop resetting the zoom when attempting to use the smart zoom feature  double tap  in macos,3,M
4210.0,1361957.0,Update new icons to match Photon spec,update new icons to match photon spec,1357306.0,[meta] Preferences visual refresh, meta  preferences visual refresh,3,M
27191.0,1385944.0,Support wider layout to load more than 6 top sites or 3 stories / highlights,support wider layout to load more than 6 top sites or 3 stories   highlights,1444980.0,[META] Customization, meta  customization,3,M
32499.0,1488933.0,Link to the new content blocking onboarding from about:privatebrowsing when the CB UI is enabled,link to the new content blocking onboarding from about privatebrowsing when the cb ui is enabled,1461743.0,[meta] Privacy UI Improvements, meta  privacy ui improvements,3,M
19773.0,1480518.0,Add Top Sites Search Shortcut UI to AS Top Sites,add top sites search shortcut ui to as top sites,1479806.0,[META] Top Site Search Shortcuts, meta  top site search shortcuts,3,M
25598.0,1574051.0,Refactor session/account status handling,refactor session account status handling,1565960.0,[meta] Improve the public FxA API, meta  improve the public fxa api,3,M
47685.0,1450865.0,Sign snippet content and verify in the browser prior to loading,sign snippet content and verify in the browser prior to loading,1432588.0,[META] Router Infrastructure, meta  router infrastructure,3,M
32135.0,1446146.0,Implement Sentry client-side rate-limiting to save network bandwidth before riding trains,implement sentry client side rate limiting to save network bandwidth before riding trains,1445083.0,[META] Reporting, meta  reporting,3,M
22503.0,1433214.0,Add ping centre / telemetry probes for user events in AS router templates,add ping centre   telemetry probes for user events in as router templates,1457192.0,"Add AS Router, frecency bonus and bug fixes to Activity Stream",add as router  frecency bonus and bug fixes to activity stream,3,M
55614.0,1444500.0,Add an about:library page Firefox,add an about library page firefox,1444483.0,[META] Library View, meta  library view,3,M
6924.0,1374477.0,"Photon API for adding, removing, and moving page actions",photon api for adding  removing  and moving page actions,1366041.0,"Add ""Take Screenshot"" button to Page Action Menu",add  take screenshot  button to page action menu,3,M
10748.0,1387557.0,Download progressbar should use fatter bar when downloading,download progressbar should use fatter bar when downloading,1394842.0,Download progressbar should transition between downloading states,download progressbar should transition between downloading states,3,M
47415.0,1480099.0,Implment required telemetry for CFR metrics in AS Router,implment required telemetry for cfr metrics in as router,1487538.0,"Add localized doorhanger, frecency targeting and bug fixes to Activity Stream",add localized doorhanger  frecency targeting and bug fixes to activity stream,3,M
21467.0,1521961.0,Pref Search in PBM OFF by default in 66 Release,pref search in pbm off by default in 66 release,1501747.0,[META] Private Browsing with Search, meta  private browsing with search,3,M
47749.0,1482682.0,[tracking] Sessionstore development related to session managers, tracking  sessionstore development related to session managers,1330635.0,[meta] Sessionstore performance tracking, meta  sessionstore performance tracking,3,M
46859.0,1449294.0,Capture thumbnails with tracking protection always enabled,capture thumbnails with tracking protection always enabled,1445085.0,[META] Thumbnails, meta  thumbnails,3,M
20601.0,1443644.0,"Add UI explaining why the ""Keep until..."" menu is disabled in permanent private browsing",add ui explaining why the  keep until     menu is disabled in permanent private browsing,1421690.0,[meta] Storage (Site Data and Cookies) Management V2, meta  storage  site data and cookies  management v2,3,M
34522.0,1480137.0,[meta] breakage bug for tracking cookie restrictions, meta  breakage bug for tracking cookie restrictions,1473978.0,[meta] Restrict the access of third-party trackers to their cookie jar, meta  restrict the access of third party trackers to their cookie jar,3,M
202.0,1480508.0,Add Top Site Search Shortcuts automatically for new and existing users,add top site search shortcuts automatically for new and existing users,1482398.0,Uplift Top Search feature to Firefox 62,uplift top search feature to firefox 62,3,M
37852.0,1361347.0,Can refreshIdentityBlock be optimized?,can refreshidentityblock be optimized ,1348289.0,[meta] Photon - Improve perceived UI performance in Firefox (bugs for triage), meta  photon   improve perceived ui performance in firefox  bugs for triage ,3,M
54635.0,1495629.0,Prepare patches for temporary disabling of launcher process,prepare patches for temporary disabling of launcher process,1435780.0,[Meta] Firefox launcher process, meta  firefox launcher process,3,M
