,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
32973,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1524959,Consider assigning different sessions to separate containers,Firefox,enhancement,1,requires
32975,1528598,Allow Firefox/session managers to manage multiple sessions at the same time,Firefox,enhancement,1482682,[tracking] Sessionstore development related to session managers,Firefox,enhancement,1,blocks
32999,1528683,Handle remaining TODO code comments,Firefox,enhancement,1536818,Improve determining if the next down arrow will focus the one-off buttons,Firefox,enhancement,1,blocks
33032,1528744,Port browser_urlbar_search.js / browser_urlbar_keyed_search.js to QuantumBar,Firefox,enhancement,1522512,Port tests in browser/base/content/test/performance/ to the new address bar implementation (quantumbar),Firefox,enhancement,1,requires
33503,1528978,Use content pref service to persist warned hosts,Firefox,enhancement,1525519,Land Firefox Monitor system add-on into mozilla-central,Firefox,enhancement,1,blocks
33579,1398183,Update copy for about:sessionrestore,Firefox,enhancement,1358915,"[ux] about:sessionrestore copy,  design and illustration update",Firefox,enhancement,1,requires
33580,1398183,Update copy for about:sessionrestore,Firefox,enhancement,1394457,Update illustration for about:sessionrestore,Firefox,enhancement,1,requires
33581,1398183,Update copy for about:sessionrestore,Firefox,enhancement,1351268,[meta] Photon - Update product messaging with the appropriate tone,Firefox,enhancement,1,blocks
33775,1529517,Add new prefs for defining features in content blocking categories,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
33870,1529643,"On certificate error pages, trigger an internal canary request to detect MitM",Firefox,enhancement,1442203,[meta] Improve cert error pages,Firefox,enhancement,1,blocks
33871,1529643,"On certificate error pages, trigger an internal canary request to detect MitM",Firefox,enhancement,1538644,Consider using a separate domain for MitM priming,Firefox,enhancement,1,blocks
33875,1529654,Label Cryptomining and Fingerprinting as Experimental in about:preferences,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
33876,1529659,Update top-level content blocking description and category descriptions to be more generic,Firefox,enhancement,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1,blocks
33923,1529927,Identify which old autocomplete tests should be ported,Firefox,enhancement,1533038,Test that userContextId is properly added to the queryContext,Firefox,enhancement,1,requires
33924,1529927,Identify which old autocomplete tests should be ported,Firefox,enhancement,1533039,"Test that DOWN/UP from an autofill entry, autofills again",Firefox,enhancement,1,requires
33925,1529927,Identify which old autocomplete tests should be ported,Firefox,enhancement,1533052,Port IME tests from autocomplete,Firefox,enhancement,1,requires
33926,1529927,Identify which old autocomplete tests should be ported,Firefox,enhancement,1533054,Port keyboard navigation test from autocomplete,Firefox,enhancement,1,requires
33932,1529969,Only request info about the current engine to the parent,Firefox,enhancement,1501747,[META] Private Browsing with Search,Firefox,enhancement,1,blocks
33985,1530348,"Unfork aboutNetError.{xhtml,css}",Firefox,enhancement,1530327,Enable new certificate error pages on Release,Firefox,enhancement,1,requires
33987,1530348,"Unfork aboutNetError.{xhtml,css}",Firefox,enhancement,1442203,[meta] Improve cert error pages,Firefox,enhancement,1,blocks
33988,1530348,"Unfork aboutNetError.{xhtml,css}",Firefox,enhancement,1463693,[tracking] New certificate error page design and copy,Firefox,enhancement,1,blocks
33997,1530395,Port bug 377496 to QuantumBar: 'Authentication Required' dialogue being application modal produces a vector for attack,Firefox,enhancement,1477942,[meta] A modular re-implementation of the Awesomebar results list,Firefox,enhancement,1,blocks
34065,1530541,[meta] Improvements to Launcher Process failure rate,Firefox,enhancement,1435780,[Meta] Firefox launcher process,Firefox,enhancement,1,blocks
34070,1399498,[Windows 7] Make Background Tabs Dark for Default Theme,Firefox,enhancement,1404136,"Since landing of 1399498, Windows 7 and Photon result in a very inconsistent mix",Firefox,enhancement,1,requires
34071,1399498,[Windows 7] Make Background Tabs Dark for Default Theme,Firefox,enhancement,1355767,[meta] Photon tab strip,Firefox,enhancement,1,blocks
34074,1399502,"[Windows] Change ""Options"" to ""Settings""",Firefox,enhancement,1400976,Remove dead Tracking Protection strings,Firefox,enhancement,1,requires
34075,1399502,"[Windows] Change ""Options"" to ""Settings""",Firefox,enhancement,1349210,[meta] Photon - structural changes to menus/toolbars/panels,Firefox,enhancement,1,blocks
34147,1399699,"Remove redundant colon signs in cookies.dtd, siteDataSettings.dtd, translation.dtd",Firefox,enhancement,1357306,[meta] Preferences visual refresh,Firefox,enhancement,1,blocks
34203,1399891,[meta] Suppress the Windows »waiting« cursor when possible,Firefox,enhancement,1447288,Avoid alternating between the appstarting and the normal cursor before first paint,Firefox,enhancement,1,requires
34205,1399891,[meta] Suppress the Windows »waiting« cursor when possible,Firefox,enhancement,1363750,[meta] Photon - Improve perceived UI performance in Firefox,Firefox,enhancement,1,blocks
34228,1531042,Show a notification box that reminds users that they are visiting a site with a broken cert,Firefox,enhancement,1442203,[meta] Improve cert error pages,Firefox,enhancement,1,blocks
34231,875715,"Add a ""Save Image"" item in the context menu for standalone SVG",Firefox,enhancement,1235179,Add ability to save inline/embedded SVG as an image,Firefox,enhancement,1,requires
34247,1531099,"Reduce CSS regressions with automation (e.g., selectors that become unused)",Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
34248,1531099,"Reduce CSS regressions with automation (e.g., selectors that become unused)",Firefox,enhancement,1523403,Add more test coverage for Discovery Stream front end,Firefox,enhancement,1,blocks
34249,1531104,Improve developer experience to avoid regressing visual components with many variations,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
34250,1531104,Improve developer experience to avoid regressing visual components with many variations,Firefox,enhancement,1531099,"Reduce CSS regressions with automation (e.g., selectors that become unused)",Firefox,enhancement,1,similar
34386,1531224,History should show which devices accessed each URL.,Firefox,enhancement,1516329,[meta] Sync full history from all devices,Firefox,enhancement,1,requires
34521,1531596,[Context Menu] Bookmarked or Save to Pocket story loses Remove Bookmark or Archive/Delete From Pocket on browser restart,Firefox,enhancement,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts,Firefox,enhancement,1,requires
34522,1531596,[Context Menu] Bookmarked or Save to Pocket story loses Remove Bookmark or Archive/Delete From Pocket on browser restart,Firefox,enhancement,1535711,[meta] Pocket New Tab,Firefox,enhancement,1,blocks
34530,1400536,Add an option for showing more / fewer rows in New Tab sections,Firefox,enhancement,1404890,Move new tab settings for sections to about:preferences,Firefox,enhancement,1,requires
34531,1400536,Add an option for showing more / fewer rows in New Tab sections,Firefox,enhancement,1432589,[META] Preferences,Firefox,enhancement,1,blocks
34532,1400536,Add an option for showing more / fewer rows in New Tab sections,Firefox,enhancement,1444980,[META] Customization,Firefox,enhancement,1,blocks
34533,1400536,Add an option for showing more / fewer rows in New Tab sections,Firefox,enhancement,1465172,"Add section rows, onboarding messages and bug fixes to Activity Stream",Firefox,enhancement,1,blocks
34537,1269548,[meta] Sync more things,Firefox,enhancement,409969,Sync custom dictionaries,Firefox,enhancement,1,requires
34538,1269548,[meta] Sync more things,Firefox,enhancement,428378,"Synced tabs, bookmarks, and history entries don't have a favicon until the user re-visits that page again",Firefox,enhancement,1,requires
34539,1269548,[meta] Sync more things,Firefox,enhancement,444284,Sync search plugins,Firefox,enhancement,1,requires
34540,1269548,[meta] Sync more things,Firefox,enhancement,470699,Sync site permissions (nsIPermissionManager),Firefox,enhancement,1,requires
34541,1269548,[meta] Sync more things,Firefox,enhancement,500052,Sync DOM storage,Firefox,enhancement,1,requires
34542,1269548,[meta] Sync more things,Firefox,enhancement,583935,Sync installed certificates,Firefox,enhancement,1,requires
34543,1269548,[meta] Sync more things,Firefox,enhancement,597874,Sync moz_inputhistory values to ensure adaptive behaviour is identical,Firefox,enhancement,1,requires
34544,1269548,[meta] Sync more things,Firefox,enhancement,943182,Consider syncing CustomizableUI state between devices,Firefox,enhancement,1,requires
34545,1269548,[meta] Sync more things,Firefox,enhancement,978010,"Sync not syncing ""Cookies and Site Data"" exceptions",Firefox,enhancement,1,requires
34546,1269548,[meta] Sync more things,Firefox,enhancement,1215714,Use Session Data for Sync Tabs,Firefox,enhancement,1,requires
34547,1269548,[meta] Sync more things,Firefox,enhancement,1324289,Send clipboard/pasteboard content to other devices,Firefox,enhancement,1,requires
34548,1269548,[meta] Sync more things,Firefox,enhancement,1334978,"Sync privacy history choice, for example ""never remember history""",Firefox,enhancement,1,requires
34550,1269548,[meta] Sync more things,Firefox,enhancement,1350494,Sync filtered synced tab URLs,Firefox,enhancement,1,requires
34551,1269548,[meta] Sync more things,Firefox,enhancement,1438776,Include keyboard shortcuts into synced extension data,Firefox,enhancement,1,requires
34552,1269548,[meta] Sync more things,Firefox,enhancement,1516329,[meta] Sync full history from all devices,Firefox,enhancement,1,requires
34553,1269548,[meta] Sync more things,Firefox,enhancement,1519962,Sync default permission settings,Firefox,enhancement,1,requires
34554,1269548,[meta] Sync more things,Firefox,enhancement,1521344,Add a preference to Sync pinned tabs,Firefox,enhancement,1,requires
34555,1269548,[meta] Sync more things,Firefox,enhancement,1526750,Sync reading position,Firefox,enhancement,1,requires
34556,1269548,[meta] Sync more things,Firefox,enhancement,1528880,Firefox sync doesn't save Fonts preferences.,Firefox,enhancement,1,requires
34557,1269548,[meta] Sync more things,Firefox,enhancement,1174413,"[enhancement] Sync should include ""Search Settings""",Firefox,enhancement,1,requires
34558,1269548,[meta] Sync more things,Firefox,enhancement,1490163,Sync the Firefox Home Content prefs,Firefox,enhancement,1,requires
34559,1269548,[meta] Sync more things,Firefox,enhancement,1521715,Sync Play DRM-controlled content option,Firefox,enhancement,1,requires
34560,1269548,[meta] Sync more things,Firefox,enhancement,1521716,Sync Show tab previews in the Windows taskbar option,Firefox,enhancement,1,requires
34561,1269548,[meta] Sync more things,Firefox,enhancement,1525161,"Sync ""Sponsored Stories"" preference",Firefox,enhancement,1,requires
